Path,Parent,Purpose class,Purpose statement,Location verdict,Evidence,Ref touch,Parent align,Wave,Section
docs/implementation-cycles/IPP-E06S09T32-detect-structure-zero-padded-epic-br108.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T32,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T33-adk-package-update-mechanism-fr129.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T33,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T37-kanban-migration-depth-rationalization-fr133.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T37,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T38-guided-install-orchestrator-fr135.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T38,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T39-guided-kma-target-structure-pack-fr136.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T39,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S01T09-kanban-template-governance-uxr005.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S01:T09,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S01T10-supersession-reconciliation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S01:T10,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S01T12-kanban-path-promotion-fr118.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S01:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S01T13-comprehensive-repository-directory-structure-audit.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S01:T13,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S01T14-comprehensive-repository-file-level-audit.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S01:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S07T01-workflow-machinery-code-review.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S07:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S07T02-ci-pytest-gate-for-workflow-scripts.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S07:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E07S07T03-workflow-validator-slug-path-resolution-br091.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E07:S07:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T04-ci-test-workflow-pytest-remediation-br058.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T05-python-minimum-version-fr104-br077.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T06-dependabot-enablement-fr105.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T07-tests-ci-requests-dependency-br092.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T12-code-quality-maintainability-backlog-br099.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T13-code-quality-reliability-backlog-br100.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T13,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T14-code-quality-ai-suggestions-backlog-br101.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T15-github-actions-ci-health-perpetual-fr112.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T15,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T16-github-security-code-quality-health-perpetual-fr112.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T16,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T17-local-code-quality-gate-cqg-fr113.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T17,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T19-workflow-scripts-pytest-tuple-return-br103.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T19,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T20-readme-python-prerequisites-uxr026.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T20,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T22-pytest-warning-cleanup-uxr030-wave2.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T22,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T23-greenfield-sync-autofix-ci-hardening-br109.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T23,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E08S03T24-cli-package-test-coverage-gap-closure-fr138.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E08:S03:T24,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E09S01T03-gap-comparison-fr032.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E09:S01:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T01-expectations-baseline-doc-lifecycle.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T02-component-inventory-map.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T03-lifecycle-behavior-validation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T04-integration-dependency-alignment.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T05-gap-log-risk-assessment.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T06-rc-sign-off-remediation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T08-doc-housekeeping-workflow-scripts.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T08,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T09-sync-architecture-adr-dual-sot.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T09,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E10S01T10-fix-document-lifecycle-validator.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E10:S01:T10,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E1S04-fr099-book-private-public-migration.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for linked task,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Low,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S01T01-template-language-selection-github.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S01:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S01T02-cli-init-language-selection.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S01:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S01T03-rw-installer-language-selection.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S01:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S01T04-ukus-content-variants-mvp.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S01:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S01T05-config-read-locale-resolution.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S01:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S01T06-content-generation-locale-wiring.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S01:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S01T07-fr006-phase1-e2e-tests.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S01:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S02T01-choose-i18n-framework.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S02:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S02T02-locale-file-structure.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S02:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S02T03-locale-detection.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S02:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S02T04-locale-switching.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S02:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S02T05-locale-formatting.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S02:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S02T06-locale-key-system.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S02:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S02T07-locale-fallback-chain.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S02:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S03T01-identify-extract-translatable-content.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S03:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S03T02-create-translation-files-major-languages.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S03:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S03T03-translation-lookup-rendering.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S03:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S03T04-translation-workflow-review.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S03:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S03T05-translation-management-tools.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S03:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S03T06-translation-completeness-tracking.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S03:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S03T07-test-translations-locale-support.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S03:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S04T01-research-cultural-requirements-target-locales.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S04:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S04T02-supersede-merge-into-t04.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S04:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S04T03-rtl-support-arabic-hebrew.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S04:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S04T04-cultural-content-adaptation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S04:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S04T05-cultural-formatting-validation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S04:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S05T01-spanish-es-translation-files.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S05:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S05T02-french-fr-translation-files.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S05:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S06T01-chinese-simplified-zh-cn-translation-files.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S06:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S08T01-accessibility-layered-cli-first.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S08:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E21S08T03-cli-terminal-accessibility.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E21:S08:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S01T22-rw-perpetual-version-py-build-br075.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S01:T22,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S01T23-tool-agnostic-workflow-step-tracking-runlogs.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S01:T23,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S06T01-package-uninstall-reimplementation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S06:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S08T08-forensic-logging-rollback-fr059.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S08:T08,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S15T02-ipp-post-run-governance-reconciliation-ownership.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S15:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S15T03-duplicate-footer-validation-hardening-and-timestamp-divergence-guardrails.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S15:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S15T04-br069-row-tail-normalization-and-terminal-timestamp-interaction.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S15:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S15T05-ukw-rw-canonical-row-transform-engine-fr090.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S15:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S15T07-canonical-rw-ukw-kanban-consistency-program.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S15:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S15T08-board-stamp-authority-forensic-timestamp-recovery.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S15:T08,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S16T01-canonical-perpetual-ongoing-tasks-story.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S16:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S16T02-perpetual-task-inventory.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S16:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S16T03-rehouse-workflow-perpetual-tasks.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S16:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S16T07-ukw-fbu-temporal-tracking-fr050.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S16:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S16T09-ipw-slash-command-and-ipp-state-transition.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S16:T09,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E2S16T12-ipw-adr-necessity-checklist-fr100.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E2:S16:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S06T01-canonical-est-template-closure-fr005.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S06:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S08T07-task-split-multi-epic-fr011.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S08:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S13T07-kanban-fbu-state-icons-moscow-rows.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S13:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S19T02-canonical-supporting-kanban-fbu-doc-naming-and-terminology.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S19:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S19T03-e6s07-default-housing-drift-investigation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S19:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S19T04-kboard-fbuboard-ipp-segment-after-fbu-task-links.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S19:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S19T05-kanban-fr-br-uxr-filename-normalization.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S19:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S19T06-fbu-meta-normalization-and-intake-governance.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S19:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E4S19T09-two-digit-est-identifier-default-formatting.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E4:S19:T09,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E5S01T42-ascertain-requirements-sequence-closure.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E5:S01:T42,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E5S01T46-fr046-closure-wave.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E5:S01:T46,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E5S01T56-package-workflow-docs.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E5:S01:T56,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E5S01T62-github-release-install-fr062.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E5:S01:T62,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E6S01T38-ukw-completed-task-removal-defect.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E6:S01:T38,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E6S09T02-brownfield-modular-adopter-integration-fr081.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E6:S09:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E6S09T04-ecc-harness-layer-phase0-fr098.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E6:S09:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E6S09T05-adk-ecc-workflow-skill-pack-fr098.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E6:S09:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E6S09T06-ecc-harness-phases-2-5-fr098.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E6:S09:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E7S01T11-consolidate-governance-under-docs-governance.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E7:S01:T11,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
